0, 1, 6, 4, 32, 39, 40, 31, 47, 30, 12, 3, 0
0, 1, 3, 6, 11, 40, 41, 11, 48, 31, 2, 3, 0
0, 0, 2, 0, 18, 41, 42, 15, 49, 19, 7, 3, 0
0, 0, 2, 5, 33, 42, 43, 3, 50, 11, 0, 3, 0
0, 0, 2, 5, 33, 42, 43, 3, 50, 11, 0, 3, 0
0, 0, 2, 6, 2, 43, 44, 15, 51, 32, 13, 3, 0
0, 0, 3, 6, 11, 40, 41, 11, 52, 21, 7, 3, 0
0, 0, 3, 1, 24, 30, 31, 15, 10, 7, 0, 3, 0
0, 0, 1, 0, 34, 44, 45, 32, 53, 33, 11, 3, 0
5, 4, 7, 4, 35, 45, 46, 33, 54, 8, 5, 3, 0
5, 4, 7, 3, 36, 46, 47, 34, 55, 37, 1, 3, 0
5, 4, 6, 0, 3, 4, 4, 3, 56, 22, 12, 3, 0
5, 4, 6, 0, 3, 4, 4, 3, 57, 34, 15, 3, 0
5, 4, 2, 6, 37, 47, 48, 35, 58, 15, 0, 3, 0
5, 4, 2, 0, 18, 41, 42, 15, 48, 1, 11, 3, 0
5, 4, 2, 4, 38, 48, 49, 23, 59, 35, 6, 3, 0
5, 4, 2, 6, 2, 43, 44, 15, 60, 13, 9, 3, 0
5, 4, 3, 3, 21, 24, 24, 20, 45, 24, 9, 3, 0
5, 4, 3, 3, 21, 24, 24, 20, 41, 1, 5, 3, 0
5, 4, 3, 3, 21, 24, 24, 20, 41, 1, 15, 3, 0
0, 3, 6, 3, 2, 3, 3, 2, 61, 36, 9, 3, 0
0, 3, 6, 3, 39, 49, 50, 36, 62, 5, 14, 3, 0
0, 3, 3, 3, 17, 26, 27, 22, 32, 24, 13, 3, 0
3, 1, 6, 3, 2, 3, 3, 2, 63, 0, 15, 3, 0
3, 1, 2, 1, 40, 50, 51, 2, 64, 16, 9, 3, 0
3, 1, 3, 3, 12, 14, 14, 12, 65, 38, 2, 3, 0
6, 5, 7, 6, 41, 51, 52, 35, 66, 39, 6, 3, 0
6, 5, 7, 3, 36, 46, 47, 34, 67, 16, 6, 3, 0
7, 0, 6, 4, 32, 39, 40, 31, 3, 10, 6, 3, 0
7, 4, 2, 3, 29, 52, 53, 36, 44, 40, 11, 3, 0
7, 4, 2, 1, 6, 53, 54, 7, 68, 41, 10, 3, 0
7, 4, 2, 0, 20, 23, 23, 19, 23, 22, 15, 3, 0
7, 4, 2, 0, 18, 41, 42, 15, 69, 13, 7, 3, 0
7, 4, 2, 1, 28, 35, 36, 28, 60, 37, 9, 3, 0
7, 4, 2, 5, 33, 42, 43, 3, 40, 14, 1, 3, 0
7, 4, 2, 6, 2, 43, 44, 15, 70, 32, 13, 3, 0
7, 4, 3, 6, 11, 40, 41, 11, 49, 42, 1, 3, 0
7, 4, 3, 6, 11, 40, 41, 11, 29, 5, 7, 3, 0
7, 4, 3, 6, 11, 40, 41, 11, 71, 19, 7, 3, 0
7, 4, 3, 0, 19, 25, 26, 21, 72, 29, 13, 3, 0
2, 3, 6, 2, 2, 15, 15, 13, 73, 0, 0, 3, 0
2, 3, 2, 2, 18, 34, 35, 27, 44, 34, 12, 3, 0
1, 2, 6, 3, 2, 15, 15, 13, 73, 21, 5, 3, 0
1, 2, 2, 0, 4, 5, 5, 4, 48, 17, 15, 3, 0
1, 2, 2, 0, 20, 23, 23, 19, 34, 16, 0, 3, 0
1, 2, 2, 4, 38, 48, 49, 23, 74, 43, 11, 3, 0
0, 1, 3, 0, 42, 54, 55, 37, 10, 44, 2, 3, 0
8, 1, 7, 2, 43, 55, 56, 38, 75, 20, 4, 3, 0
8, 1, 6, 2, 44, 56, 57, 39, 73, 21, 5, 3, 0
8, 1, 2, 0, 20, 23, 23, 19, 76, 45, 9, 3, 0
8, 1, 2, 0, 20, 23, 23, 19, 77, 22, 5, 3, 0
8, 1, 2, 0, 20, 23, 23, 19, 77, 22, 5, 3, 0
8, 1, 2, 1, 40, 50, 51, 2, 78, 40, 5, 3, 0
5, 1, 2, 1, 28, 35, 36, 28, 79, 8, 3, 3, 0
5, 1, 3, 2, 7, 57, 58, 40, 6, 4, 9, 3, 0
5, 1, 8, 2, 45, 58, 59, 41, 80, 23, 6, 3, 0
0, 3, 6, 3, 46, 59, 60, 42, 75, 46, 15, 3, 0
0, 3, 6, 6, 20, 60, 61, 43, 34, 4, 6, 3, 0
0, 3, 2, 0, 18, 41, 42, 15, 81, 1, 6, 3, 0
0, 3, 3, 2, 7, 9, 9, 8, 82, 32, 6, 3, 0
0, 3, 3, 4, 23, 27, 28, 8, 73, 47, 5, 3, 0
0, 1, 6, 3, 46, 59, 60, 42, 83, 16, 12, 3, 0
8, 1, 6, 3, 2, 3, 3, 2, 58, 48, 9, 3, 0
8, 1, 3, 0, 42, 54, 55, 37, 9, 22, 13, 3, 0
8, 1, 3, 4, 16, 19, 19, 11, 84, 15, 11, 3, 0
8, 1, 6, 1, 26, 32, 33, 25, 62, 5, 14, 3, 0
8, 3, 6, 1, 26, 32, 33, 25, 85, 5, 15, 3, 0
8, 1, 6, 2, 2, 15, 15, 13, 76, 38, 15, 3, 0
8, 1, 6, 2, 2, 15, 15, 13, 86, 5, 0, 3, 0
8, 1, 6, 4, 29, 61, 62, 17, 87, 38, 3, 3, 0
8, 1, 2, 6, 37, 47, 48, 35, 41, 29, 6, 3, 0
8, 1, 2, 4, 5, 7, 7, 6, 88, 27, 7, 3, 0
8, 1, 2, 4, 5, 7, 7, 6, 89, 16, 5, 3, 0
8, 1, 3, 0, 21, 62, 63, 5, 90, 11, 5, 3, 0
8, 1, 3, 1, 47, 63, 64, 44, 69, 32, 6, 3, 0
8, 1, 3, 3, 17, 26, 27, 22, 77, 33, 5, 3, 0
8, 1, 1, 0, 34, 44, 45, 32, 31, 21, 5, 3, 0
8, 3, 6, 4, 32, 39, 40, 31, 91, 49, 7, 3, 0
8, 3, 3, 3, 19, 25, 26, 21, 61, 16, 6, 3, 0
8, 3, 1, 5, 20, 64, 65, 45, 18, 30, 13, 3, 0
5, 3, 1, 0, 34, 44, 45, 32, 92, 15, 1, 3, 0
0, 2, 7, 2, 48, 65, 66, 10, 92, 8, 11, 3, 0
0, 2, 6, 4, 31, 38, 39, 30, 93, 22, 6, 3, 0
0, 2, 6, 0, 3, 4, 4, 3, 87, 30, 0, 3, 0
0, 2, 3, 6, 49, 66, 67, 46, 51, 11, 6, 3, 0
8, 3, 6, 1, 26, 32, 33, 25, 94, 9, 11, 3, 0
8, 3, 2, 2, 19, 22, 22, 18, 51, 46, 12, 3, 0
8, 2, 3, 0, 21, 62, 63, 5, 61, 50, 2, 3, 0
8, 2, 3, 4, 10, 12, 12, 7, 63, 40, 6, 3, 0
6, 5, 0, 1, 50, 49, 68, 47, 1, 11, 11, 3, 1
7, 1, 3, 1, 6, 8, 8, 7, 35, 9, 7, 3, 1
5, 3, 3, 4, 10, 12, 12, 7, 95, 22, 4, 3, 1
7, 4, 2, 5, 51, 67, 69, 48, 38, 35, 9, 3, 1
1, 2, 2, 3, 29, 52, 53, 36, 33, 37, 16, 3, 1
7, 4, 0, 2, 25, 4, 70, 24, 40, 51, 5, 3, 1
5, 3, 2, 5, 51, 67, 69, 48, 0, 17, 5, 3, 1
2, 3, 2, 6, 52, 68, 71, 49, 97, 43, 3, 3, 1
3, 1, 6, 4, 29, 61, 62, 17, 98, 8, 5, 3, 1
1, 0, 3, 1, 47, 63, 64, 44, 99, 52, 13, 3, 1
5, 4, 2, 1, 28, 35, 36, 28, 73, 16, 10, 3, 1
1, 2, 3, 6, 49, 66, 67, 46, 24, 0, 9, 3, 1
2, 3, 5, 3, 7, 69, 72, 8, 100, 22, 5, 3, 1
6, 5, 0, 0, 29, 70, 73, 50, 101, 4, 7, 3, 1
8, 1, 0, 2, 29, 71, 74, 17, 102, 16, 4, 3, 1
3, 1, 3, 3, 17, 26, 27, 22, 79, 14, 0, 3, 1
7, 3, 3, 2, 22, 7, 25, 21, 103, 5, 11, 3, 1
4, 1, 2, 0, 28, 35, 36, 28, 104, 14, 2, 3, 1
5, 1, 3, 2, 22, 7, 25, 21, 105, 5, 7, 3, 1
5, 4, 2, 5, 33, 42, 43, 3, 39, 32, 13, 3, 1
5, 1, 2, 5, 33, 42, 43, 3, 106, 15, 3, 3, 1
4, 1, 3, 3, 21, 24, 24, 20, 26, 19, 12, 3, 1
4, 1, 6, 4, 29, 61, 62, 17, 107, 4, 6, 3, 1
2, 1, 2, 6, 52, 68, 71, 49, 82, 53, 3, 3, 1
2, 0, 6, 2, 1, 72, 75, 13, 86, 35, 17, 3, 1
1, 2, 3, 2, 7, 57, 58, 40, 10, 47, 4, 3, 1
1, 3, 3, 0, 42, 54, 55, 37, 10, 54, 7, 3, 1
2, 3, 6, 6, 13, 73, 76, 14, 80, 28, 9, 3, 1
2, 3, 2, 5, 33, 42, 43, 3, 40, 14, 1, 3, 1
2, 3, 2, 5, 0, 74, 77, 51, 74, 1, 9, 3, 1
2, 3, 6, 3, 39, 49, 50, 36, 2, 36, 18, 3, 1
1, 2, 2, 6, 52, 68, 71, 49, 108, 32, 7, 3, 1
3, 1, 3, 5, 11, 13, 13, 11, 95, 15, 4, 3, 1
1, 2, 2, 5, 54, 75, 78, 52, 73, 33, 3, 3, 1
4, 1, 2, 0, 20, 23, 23, 19, 79, 22, 5, 3, 1
0, 1, 3, 4, 10, 12, 12, 7, 32, 22, 7, 3, 1
7, 1, 2, 2, 18, 34, 35, 27, 109, 51, 4, 3, 1
7, 1, 2, 2, 18, 34, 35, 27, 82, 22, 0, 3, 1
2, 3, 4, 6, 55, 76, 79, 53, 110, 26, 12, 3, 1
5, 3, 2, 0, 18, 41, 42, 15, 111, 13, 11, 3, 1
5, 3, 3, 5, 29, 36, 37, 17, 20, 32, 7, 3, 1
1, 2, 2, 1, 40, 50, 51, 2, 78, 40, 5, 3, 1
7, 0, 3, 0, 21, 62, 63, 5, 112, 17, 10, 3, 1
1, 2, 1, 4, 13, 16, 16, 14, 21, 17, 3, 3, 1
3, 1, 7, 0, 56, 77, 80, 47, 113, 51, 7, 3, 1
4, 1, 1, 4, 2, 78, 81, 54, 114, 32, 9, 3, 1
1, 2, 2, 3, 57, 79, 82, 55, 48, 19, 0, 3, 1
5, 3, 3, 1, 6, 8, 8, 7, 51, 30, 6, 3, 1
1, 2, 6, 0, 3, 4, 4, 3, 56, 22, 12, 3, 1
7, 3, 3, 4, 10, 12, 12, 7, 22, 11, 7, 3, 1
2, 1, 6, 2, 58, 80, 83, 56, 115, 11, 1, 3, 1
4, 1, 6, 0, 59, 81, 84, 57, 56, 18, 3, 3, 1
2, 3, 6, 3, 39, 49, 50, 36, 116, 1, 3, 3, 1
5, 3, 2, 6, 52, 68, 71, 49, 99, 52, 11, 3, 1
5, 4, 2, 1, 28, 35, 36, 28, 102, 43, 9, 3, 1
0, 3, 3, 5, 11, 13, 13, 11, 117, 0, 3, 3, 1
5, 4, 2, 1, 28, 35, 36, 28, 102, 43, 9, 3, 1
5, 3, 2, 3, 57, 79, 82, 55, 118, 29, 5, 3, 1
2, 3, 4, 6, 55, 76, 79, 53, 110, 26, 12, 3, 1
0, 3, 3, 6, 11, 40, 41, 11, 49, 42, 1, 3, 1
8, 1, 3, 1, 6, 8, 8, 7, 54, 34, 15, 3, 1
5, 1, 3, 4, 9, 11, 11, 10, 119, 9, 13, 3, 1
7, 3, 3, 1, 6, 8, 8, 7, 68, 1, 7, 3, 1
2, 3, 6, 0, 29, 82, 85, 50, 113, 26, 13, 3, 1
4, 1, 7, 0, 43, 83, 86, 33, 120, 55, 7, 3, 1
1, 2, 1, 5, 20, 64, 65, 45, 70, 24, 11, 3, 1
3, 2, 6, 2, 1, 72, 75, 13, 16, 44, 3, 3, 1
0, 3, 3, 6, 11, 40, 41, 11, 121, 19, 4, 3, 1
5, 4, 2, 2, 19, 22, 22, 18, 15, 35, 8, 3, 1
4, 3, 3, 1, 6, 8, 8, 7, 108, 24, 7, 3, 1
2, 3, 3, 3, 21, 24, 24, 20, 41, 1, 15, 3, 1
1, 0, 3, 6, 49, 66, 67, 46, 100, 36, 0, 3, 1
0, 1, 1, 2, 1, 2, 2, 1, 39, 0, 6, 3, 1
4, 1, 2, 2, 19, 22, 22, 18, 122, 56, 12, 3, 1
4, 1, 3, 3, 17, 26, 27, 22, 79, 14, 0, 3, 1
4, 0, 6, 4, 32, 39, 40, 31, 47, 30, 12, 3, 1
0, 1, 6, 2, 2, 15, 15, 13, 12, 5, 0, 3, 1
0, 1, 6, 2, 2, 15, 15, 13, 12, 5, 0, 3, 1
0, 1, 3, 0, 21, 62, 63, 5, 123, 18, 2, 3, 1
7, 0, 3, 4, 23, 27, 28, 8, 113, 57, 15, 3, 1
0, 3, 3, 5, 11, 13, 13, 11, 27, 41, 2, 3, 1
2, 3, 6, 4, 29, 61, 62, 17, 86, 5, 6, 3, 1
1, 2, 2, 0, 18, 41, 42, 15, 124, 34, 6, 3, 1
8, 1, 3, 3, 12, 14, 14, 12, 60, 49, 13, 3, 1
0, 0, 6, 4, 32, 39, 40, 31, 47, 30, 12, 3, 1
5, 4, 0, 3, 60, 84, 87, 58, 125, 39, 13, 3, 1
4, 1, 3, 5, 29, 36, 37, 17, 92, 58, 9, 3, 1
0, 1, 3, 0, 19, 25, 26, 21, 15, 22, 0, 3, 1
4, 3, 1, 4, 2, 78, 81, 54, 107, 13, 3, 3, 1
1, 2, 2, 2, 61, 85, 88, 0, 79, 19, 9, 3, 1
0, 2, 3, 0, 19, 25, 26, 21, 126, 36, 6, 3, 1
1, 2, 2, 2, 61, 85, 88, 0, 104, 16, 3, 3, 1
0, 1, 3, 5, 11, 13, 13, 11, 14, 12, 9, 3, 1
7, 3, 3, 0, 19, 25, 26, 21, 127, 5, 6, 3, 1
2, 1, 3, 1, 6, 8, 8, 7, 128, 16, 11, 3, 1
6, 1, 3, 1, 47, 63, 64, 44, 117, 29, 6, 3, 1
0, 3, 3, 2, 7, 57, 58, 40, 32, 0, 6, 3, 1
1, 2, 2, 0, 20, 23, 23, 19, 41, 53, 12, 3, 1
5, 4, 3, 2, 7, 57, 58, 40, 34, 30, 4, 3, 1
7, 4, 3, 1, 6, 8, 8, 7, 58, 8, 7, 3, 1
2, 3, 3, 2, 7, 57, 58, 40, 129, 5, 3, 3, 1
4, 3, 4, 0, 62, 86, 89, 60, 125, 59, 4, 3, 0
2, 0, 4, 5, 63, 87, 90, 25, 86, 37, 11, 3, 0
0, 1, 4, 3, 64, 88, 91, 61, 17, 60, 6, 3, 0
5, 1, 2, 0, 30, 89, 92, 62, 92, 40, 3, 3, 1
4, 1, 2, 0, 16, 90, 93, 63, 95, 57, 14, 2, 0
5, 1, 2, 0, 16, 90, 93, 63, 71, 26, 14, 3, 1
8, 1, 2, 0, 16, 90, 93, 63, 130, 9, 15, 3, 1
3, 1, 2, 0, 16, 90, 93, 63, 131, 22, 5, 3, 1
5, 1, 2, 5, 61, 91, 94, 3, 108, 28, 7, 3, 1
1, 2, 2, 5, 65, 92, 95, 64, 132, 52, 11, 3, 0
8, 1, 2, 5, 65, 92, 95, 64, 35, 8, 19, 3, 1
1, 3, 2, 5, 65, 92, 95, 64, 130, 0, 6, 3, 1
1, 3, 2, 5, 65, 92, 95, 64, 133, 29, 6, 3, 1
2, 3, 2, 5, 65, 92, 95, 64, 121, 24, 13, 3, 1
4, 1, 2, 6, 66, 93, 96, 65, 81, 9, 11, 3, 1
2, 0, 2, 6, 67, 94, 97, 15, 84, 53, 6, 3, 1
5, 3, 2, 6, 68, 95, 98, 31, 134, 30, 3, 3, 0
1, 2, 2, 2, 30, 96, 99, 29, 112, 53, 7, 3, 1
0, 0, 2, 2, 30, 96, 99, 29, 81, 13, 11, 3, 1
8, 1, 2, 2, 16, 97, 27, 66, 31, 34, 1, 3, 0
4, 1, 2, 2, 16, 97, 27, 66, 24, 8, 4, 3, 1
5, 1, 2, 4, 69, 98, 100, 67, 126, 17, 3, 3, 1
8, 1, 2, 3, 67, 99, 101, 27, 30, 61, 14, 3, 1
5, 1, 2, 3, 67, 99, 101, 27, 81, 11, 6, 3, 1
2, 0, 2, 3, 38, 100, 102, 8, 11, 22, 13, 3, 1
0, 1, 2, 3, 17, 101, 103, 68, 135, 51, 6, 3, 1
0, 1, 2, 1, 49, 102, 104, 69, 121, 26, 14, 3, 1
2, 3, 2, 1, 17, 68, 105, 70, 27, 62, 3, 3, 1
5, 4, 2, 1, 33, 103, 106, 71, 24, 21, 6, 3, 0
8, 1, 2, 1, 33, 103, 106, 71, 22, 17, 6, 3, 0
0, 1, 2, 1, 33, 103, 106, 71, 21, 51, 11, 3, 1
5, 4, 2, 1, 33, 103, 106, 71, 135, 47, 6, 3, 1
1, 2, 2, 1, 33, 103, 106, 71, 79, 50, 9, 3, 1
5, 3, 2, 1, 33, 103, 106, 71, 70, 14, 3, 3, 1
0, 2, 9, 0, 47, 104, 107, 58, 136, 58, 17, 3, 1
1, 2, 9, 5, 35, 105, 108, 34, 122, 63, 20, 3, 1
0, 2, 9, 6, 70, 106, 0, 72, 122, 63, 0, 3, 1
0, 1, 9, 4, 71, 0, 110, 38, 137, 12, 17, 3, 1
8, 1, 9, 4, 71, 0, 110, 38, 137, 12, 17, 3, 1
0, 1, 9, 4, 71, 0, 110, 38, 137, 12, 17, 3, 1
0, 1, 9, 4, 71, 0, 110, 38, 137, 12, 17, 3, 1
0, 2, 9, 3, 72, 108, 111, 30, 138, 34, 0, 3, 1
2, 3, 9, 1, 71, 0, 110, 38, 122, 21, 17, 3, 1
2, 0, 7, 0, 13, 109, 107, 73, 139, 37, 3, 3, 0
8, 1, 7, 5, 73, 110, 112, 44, 120, 15, 6, 3, 1
3, 1, 7, 3, 74, 111, 113, 15, 140, 30, 20, 3, 1
5, 3, 0, 0, 57, 112, 114, 74, 74, 8, 15, 3, 0
4, 2, 0, 5, 39, 113, 115, 36, 141, 64, 14, 1, 0
4, 1, 0, 2, 67, 114, 116, 2, 121, 49, 11, 3, 0
4, 1, 0, 2, 67, 114, 116, 2, 99, 17, 4, 3, 0
4, 1, 0, 2, 67, 114, 116, 2, 117, 38, 4, 3, 0
5, 3, 0, 2, 67, 114, 116, 2, 128, 51, 4, 3, 0
6, 1, 0, 2, 67, 114, 116, 2, 72, 22, 1, 3, 1
0, 3, 0, 3, 67, 115, 117, 15, 15, 8, 2, 3, 1
4, 2, 0, 1, 65, 116, 118, 29, 142, 52, 5, 3, 1
1, 2, 0, 1, 4, 117, 119, 5, 89, 54, 13, 3, 1
4, 3, 5, 0, 65, 116, 118, 29, 5, 20, 2, 3, 0
2, 1, 5, 0, 75, 118, 120, 75, 143, 30, 4, 3, 1
1, 2, 5, 0, 75, 118, 120, 75, 92, 32, 7, 3, 0
1, 2, 5, 5, 39, 119, 121, 76, 41, 16, 0, 3, 0
2, 3, 5, 2, 76, 120, 122, 77, 87, 64, 11, 3, 0
2, 3, 5, 4, 75, 121, 123, 43, 108, 0, 0, 3, 0
2, 3, 5, 4, 75, 121, 123, 43, 21, 22, 5, 3, 1
8, 2, 5, 3, 38, 122, 124, 8, 111, 9, 9, 3, 0
8, 2, 5, 3, 38, 122, 124, 8, 111, 9, 9, 3, 0
2, 3, 10, 2, 77, 123, 125, 60, 36, 65, 0, 3, 0
7, 1, 3, 0, 78, 124, 126, 78, 26, 46, 7, 3, 0
4, 1, 3, 0, 78, 124, 126, 78, 89, 51, 5, 3, 1
8, 1, 3, 0, 78, 124, 126, 78, 0, 15, 13, 3, 1
5, 1, 3, 0, 21, 125, 127, 79, 144, 32, 4, 3, 0
5, 1, 3, 0, 21, 125, 127, 79, 145, 5, 7, 3, 0
4, 1, 3, 0, 21, 125, 127, 79, 72, 5, 11, 3, 0
2, 0, 3, 0, 21, 125, 127, 79, 101, 52, 4, 3, 1
5, 1, 3, 0, 79, 126, 128, 77, 146, 23, 15, 3, 0
2, 3, 3, 5, 34, 127, 129, 32, 117, 5, 0, 3, 0
0, 1, 3, 5, 34, 127, 129, 32, 147, 53, 4, 3, 1
8, 1, 3, 5, 39, 128, 130, 50, 148, 38, 11, 3, 0
0, 3, 3, 6, 21, 129, 131, 40, 60, 21, 12, 3, 0
0, 1, 3, 6, 21, 129, 131, 40, 111, 21, 0, 3, 1
2, 3, 3, 6, 8, 130, 132, 43, 68, 5, 7, 3, 0
3, 1, 3, 6, 8, 130, 132, 43, 68, 52, 15, 3, 1
2, 0, 3, 6, 8, 130, 132, 43, 84, 19, 8, 3, 1
7, 1, 3, 6, 8, 130, 132, 43, 114, 52, 3, 3, 1
2, 3, 3, 6, 8, 130, 132, 43, 114, 52, 3, 3, 1
8, 3, 3, 6, 59, 131, 133, 58, 42, 22, 11, 3, 1
2, 3, 3, 6, 26, 132, 134, 80, 83, 47, 4, 3, 1
7, 1, 3, 2, 61, 133, 135, 81, 99, 5, 6, 3, 0
3, 1, 3, 2, 61, 133, 135, 81, 6, 5, 6, 3, 0
2, 3, 3, 2, 61, 133, 135, 81, 33, 17, 7, 3, 0
2, 3, 3, 2, 61, 133, 135, 81, 147, 15, 4, 3, 0
0, 0, 3, 2, 61, 133, 135, 81, 118, 5, 3, 3, 1
8, 0, 3, 2, 61, 133, 135, 81, 99, 5, 6, 3, 1
4, 1, 3, 2, 39, 134, 136, 5, 49, 52, 9, 3, 1
0, 1, 3, 2, 39, 134, 136, 5, 89, 53, 7, 3, 1
7, 1, 3, 4, 33, 135, 137, 82, 149, 26, 6, 3, 1
5, 0, 3, 4, 67, 136, 138, 17, 1, 37, 5, 3, 0
0, 0, 3, 4, 67, 136, 138, 17, 150, 6, 4, 3, 0
4, 1, 3, 4, 67, 136, 138, 17, 11, 13, 7, 3, 0
2, 0, 3, 4, 67, 136, 138, 17, 45, 19, 7, 3, 1
1, 2, 3, 4, 67, 136, 138, 17, 151, 15, 7, 3, 1
5, 1, 3, 4, 67, 136, 138, 17, 50, 53, 4, 3, 1
5, 3, 3, 4, 67, 136, 138, 17, 11, 13, 7, 3, 1
1, 2, 3, 4, 66, 137, 139, 83, 67, 37, 7, 3, 0
2, 0, 3, 4, 5, 138, 140, 43, 31, 24, 4, 3, 0
1, 2, 3, 4, 5, 138, 140, 43, 18, 37, 9, 3, 1
2, 0, 3, 4, 5, 138, 140, 43, 146, 40, 0, 3, 1
5, 4, 3, 4, 5, 138, 140, 43, 114, 16, 6, 3, 1
7, 1, 3, 4, 5, 138, 140, 43, 13, 15, 7, 3, 1
3, 1, 3, 3, 33, 139, 141, 3, 152, 59, 13, 3, 0
8, 1, 3, 3, 33, 139, 141, 3, 73, 58, 9, 3, 0
3, 1, 3, 3, 33, 139, 141, 3, 153, 44, 13, 3, 1
3, 1, 3, 3, 33, 139, 141, 3, 152, 59, 13, 3, 1
0, 1, 3, 3, 33, 139, 141, 3, 92, 51, 15, 3, 1
4, 1, 3, 3, 33, 139, 141, 3, 31, 16, 13, 3, 1
4, 1, 3, 3, 33, 139, 141, 3, 77, 14, 11, 3, 1
4, 1, 3, 3, 33, 139, 141, 3, 128, 33, 7, 3, 1
0, 1, 3, 3, 33, 139, 141, 3, 48, 15, 0, 3, 1
0, 1, 3, 3, 33, 139, 141, 3, 48, 15, 0, 3, 1
2, 0, 3, 3, 7, 140, 142, 84, 18, 62, 13, 3, 0
2, 0, 3, 3, 7, 140, 142, 84, 147, 22, 11, 3, 0
7, 1, 3, 3, 7, 140, 142, 84, 154, 22, 7, 3, 1
2, 3, 3, 3, 7, 140, 142, 84, 39, 11, 7, 3, 1
0, 0, 3, 3, 7, 140, 142, 84, 64, 32, 3, 3, 1
4, 1, 3, 3, 80, 141, 143, 85, 86, 44, 6, 3, 1
0, 0, 3, 1, 66, 137, 139, 83, 18, 51, 7, 3, 1
2, 3, 3, 1, 66, 137, 139, 83, 154, 15, 11, 3, 1
2, 3, 3, 1, 66, 137, 139, 83, 41, 32, 6, 3, 1
0, 3, 3, 1, 38, 142, 144, 36, 18, 9, 5, 3, 1
0, 3, 3, 1, 38, 142, 144, 36, 104, 5, 13, 3, 0
