24, 32, 27, 10, 9, 23, 11, 7, 26, 34, 19, 29, 32, 1
36, 27, 28, 27, 9, 19, 33, 19, 27, 35, 23, 30, 33, 1
37, 33, 29, 28, 28, 13, 34, 20, 28, 19, 24, 31, 34, 1
38, 66, 30, 29, 29, 24, 35, 5, 29, 36, 25, 32, 35, 1
39, 34, 31, 30, 30, 23, 24, 15, 30, 37, 26, 11, 20, 1
40, 35, 32, 0, 2, 25, 36, 13, 31, 38, 27, 33, 29, 1
4, 36, 33, 32, 31, 26, 37, 12, 16, 39, 28, 11, 36, 1
24, 23, 28, 20, 23, 13, 38, 19, 32, 40, 27, 34, 37, 1
41, 37, 34, 33, 32, 11, 39, 2, 7, 41, 29, 35, 38, 1
14, 38, 19, 9, 14, 25, 19, 15, 33, 42, 39, 36, 60, 1
42, 26, 31, 9, 2, 9, 5, 21, 34, 43, 26, 35, 39, 1
10, 39, 35, 30, 31, 27, 40, 12, 9, 16, 13, 37, 40, 1
43, 12, 8, 34, 17, 28, 41, 12, 28, 44, 19, 38, 41, 1
24, 12, 36, 35, 33, 29, 42, 13, 35, 45, 19, 39, 12, 1
17, 32, 37, 13, 22, 23, 43, 8, 50, 12, 30, 40, 42, 1
44, 40, 38, 8, 32, 30, 44, 12, 36, 46, 7, 41, 43, 1
45, 25, 0, 36, 16, 13, 45, 4, 37, 47, 14, 4, 44, 1
46, 41, 40, 37, 4, 5, 46, 21, 38, 48, 20, 21, 40, 1
38, 12, 41, 26, 18, 31, 47, 20, 39, 49, 31, 42, 45, 1
37, 42, 9, 38, 4, 32, 38, 1, 32, 50, 32, 43, 46, 1
47, 43, 0, 3, 14, 13, 48, 6, 16, 51, 13, 44, 47, 1
48, 44, 3, 39, 17, 33, 49, 22, 40, 52, 24, 26, 24, 1
49, 45, 42, 40, 34, 34, 50, 19, 41, 53, 1, 45, 48, 0
50, 46, 19, 9, 2, 35, 51, 23, 42, 54, 8, 46, 36, 0
51, 47, 43, 3, 1, 36, 52, 24, 43, 10, 31, 47, 49, 0
52, 48, 44, 10, 22, 37, 53, 12, 44, 22, 15, 48, 50, 0
49, 49, 45, 25, 35, 38, 54, 22, 36, 55, 33, 26, 51, 0
53, 50, 46, 25, 25, 39, 55, 25, 45, 56, 34, 49, 52, 0
49, 51, 18, 41, 9, 21, 39, 17, 28, 33, 21, 50, 53, 0
54, 52, 47, 0, 36, 6, 56, 1, 46, 57, 19, 51, 54, 0
49, 53, 44, 42, 36, 40, 57, 15, 47, 58, 19, 52, 55, 0
55, 45, 21, 20, 27, 17, 58, 26, 41, 59, 4, 53, 56, 0
56, 54, 48, 3, 37, 41, 59, 27, 48, 60, 12, 54, 57, 0
57, 55, 25, 43, 31, 42, 60, 17, 13, 61, 35, 45, 58, 0
9, 56, 2, 18, 38, 7, 61, 21, 36, 62, 36, 55, 59, 0
58, 28, 49, 44, 35, 43, 62, 15, 45, 63, 31, 28, 0, 0
59, 41, 37, 45, 39, 10, 63, 21, 49, 64, 37, 56, 39, 0
60, 57, 9, 4, 2, 44, 64, 28, 0, 65, 38, 57, 61, 0
61, 58, 44, 9, 8, 45, 65, 5, 51, 22, 15, 58, 62, 0
62, 59, 50, 9, 38, 46, 0, 3, 13, 33, 21, 59, 63, 0
0, 60, 51, 10, 5, 47, 67, 9, 52, 0, 16, 60, 64, 0
50, 61, 52, 46, 40, 0, 68, 29, 53, 67, 5, 0, 56, 0
64, 62, 35, 47, 2, 49, 69, 9, 23, 68, 21, 57, 65, 0
65, 63, 53, 25, 38, 21, 70, 2, 54, 69, 0, 62, 66, 0
66, 13, 54, 30, 38, 8, 32, 1, 55, 70, 40, 63, 67, 0
67, 49, 29, 44, 36, 50, 71, 11, 56, 71, 37, 64, 50, 0
24, 64, 10, 22, 41, 51, 72, 30, 38, 26, 41, 65, 68, 0
0, 65, 55, 10, 22, 8, 73, 8, 57, 61, 42, 66, 48, 0
68, 0, 49, 10, 42, 8, 74, 2, 13, 72, 15, 55, 49, 0
69, 55, 30, 48, 30, 52, 75, 9, 58, 73, 43, 67, 69, 0
70, 41, 16, 49, 34, 53, 76, 11, 59, 74, 36, 68, 70, 0
71, 67, 41, 50, 43, 46, 75, 31, 21, 75, 44, 37, 36, 0
67, 68, 9, 51, 44, 8, 72, 18, 60, 76, 13, 68, 71, 0
67, 29, 10, 52, 45, 54, 77, 32, 61, 77, 6, 69, 72, 0
65, 56, 38, 53, 38, 55, 78, 0, 62, 78, 1, 13, 49, 0
72, 30, 56, 54, 46, 56, 79, 33, 38, 61, 16, 70, 69, 0
57, 69, 57, 10, 34, 23, 80, 14, 63, 79, 10, 71, 73, 0
73, 70, 19, 10, 9, 57, 70, 13, 21, 80, 40, 72, 74, 0
74, 71, 54, 25, 47, 4, 81, 12, 64, 74, 40, 73, 75, 0
75, 72, 58, 55, 48, 54, 82, 27, 58, 69, 25, 67, 71, 0
57, 73, 59, 9, 41, 58, 83, 7, 55, 81, 15, 74, 62, 0
49, 74, 28, 52, 34, 59, 84, 3, 23, 21, 39, 23, 76, 0
57, 75, 25, 10, 34, 11, 43, 25, 2, 82, 45, 75, 77, 0
67, 76, 47, 32, 8, 60, 85, 1, 56, 83, 46, 72, 78, 0
76, 77, 60, 52, 34, 55, 86, 7, 21, 73, 39, 23, 70, 0
77, 78, 41, 4, 9, 61, 87, 5, 65, 75, 47, 32, 79, 0
78, 24, 61, 24, 38, 4, 88, 17, 66, 84, 32, 76, 80, 0
79, 12, 59, 26, 41, 8, 89, 12, 30, 85, 39, 77, 81, 0
80, 79, 8, 53, 30, 62, 62, 34, 66, 86, 3, 71, 82, 0
81, 12, 31, 25, 46, 51, 0, 17, 62, 67, 44, 2, 55, 0
66, 40, 19, 22, 43, 56, 90, 31, 62, 83, 27, 78, 83, 0
82, 80, 62, 25, 33, 63, 91, 4, 28, 86, 3, 79, 84, 0
83, 9, 14, 14, 22, 64, 40, 7, 67, 0, 16, 41, 36, 0
84, 81, 63, 24, 23, 65, 92, 3, 68, 81, 48, 80, 70, 0
85, 82, 7, 4, 34, 58, 81, 1, 69, 87, 49, 28, 85, 0
86, 83, 64, 14, 31, 66, 0, 35, 70, 22, 15, 81, 86, 0
87, 84, 3, 4, 34, 16, 93, 18, 26, 88, 22, 0, 87, 0
67, 85, 3, 22, 43, 61, 94, 9, 47, 81, 50, 82, 88, 0
88, 56, 54, 55, 41, 67, 85, 32, 71, 89, 51, 26, 89, 0
78, 86, 65, 56, 38, 34, 95, 2, 72, 53, 25, 35, 69, 0
80, 55, 66, 22, 17, 50, 96, 5, 73, 84, 5, 72, 74, 0
89, 87, 59, 9, 46, 68, 78, 9, 74, 67, 52, 83, 90, 0
65, 87, 53, 25, 35, 50, 88, 17, 36, 90, 50, 84, 91, 0
90, 88, 38, 14, 6, 69, 45, 12, 75, 80, 47, 85, 71, 0
91, 22, 67, 57, 49, 65, 97, 16, 36, 51, 50, 86, 92, 0
80, 89, 68, 58, 14, 8, 98, 9, 76, 91, 20, 62, 93, 0
24, 90, 69, 55, 38, 70, 39, 2, 71, 74, 53, 38, 94, 0
92, 91, 12, 4, 50, 20, 18, 21, 35, 75, 48, 87, 94, 0
93, 10, 7, 4, 41, 5, 39, 17, 21, 92, 3, 88, 95, 0
94, 30, 33, 55, 38, 64, 9, 4, 55, 93, 54, 44, 96, 0
95, 92, 70, 57, 33, 71, 99, 33, 22, 94, 55, 76, 97, 0
49, 18, 9, 59, 34, 72, 100, 11, 77, 95, 24, 28, 98, 0
96, 93, 13, 53, 46, 37, 55, 18, 21, 74, 42, 14, 99, 0
97, 9, 10, 10, 51, 73, 78, 21, 78, 96, 56, 89, 50, 0
98, 94, 35, 14, 25, 74, 101, 3, 74, 13, 57, 90, 100, 0
99, 95, 35, 44, 9, 75, 51, 15, 74, 29, 58, 91, 101, 0
64, 96, 21, 55, 24, 76, 102, 13, 79, 11, 59, 89, 102, 0
79, 97, 40, 32, 41, 50, 103, 35, 7, 97, 48, 92, 103, 0
76, 98, 54, 52, 22, 77, 104, 23, 78, 98, 53, 93, 104, 0
81, 99, 71, 4, 12, 56, 105, 24, 80, 99, 48, 94, 105, 0
100, 100, 72, 18, 6, 78, 106, 23, 81, 11, 28, 95, 68, 0
58, 38, 66, 24, 34, 77, 107, 33, 82, 29, 60, 45, 99, 0
101, 101, 6, 44, 2, 79, 106, 24, 83, 100, 24, 96, 106, 0
20, 102, 14, 4, 6, 80, 108, 24, 84, 33, 61, 0, 102, 0
102, 103, 73, 14, 12, 81, 108, 17, 85, 12, 52, 97, 18, 0
103, 75, 15, 60, 8, 82, 109, 0, 86, 101, 24, 70, 48, 0
104, 104, 73, 14, 33, 50, 110, 16, 87, 102, 26, 98, 107, 0
81, 105, 54, 52, 5, 56, 111, 7, 88, 103, 62, 99, 108, 0
2, 106, 74, 4, 14, 83, 112, 9, 89, 104, 63, 100, 22, 0
40, 107, 51, 14, 46, 84, 113, 11, 90, 42, 64, 101, 80, 0
105, 108, 17, 55, 38, 76, 114, 16, 91, 105, 65, 102, 71, 0
106, 109, 13, 55, 33, 85, 115, 25, 7, 106, 66, 103, 103, 0
107, 110, 21, 55, 3, 86, 116, 5, 88, 107, 67, 101, 107, 0
23, 111, 16, 44, 52, 81, 65, 8, 7, 108, 68, 104, 64, 0
108, 112, 17, 53, 5, 87, 86, 3, 92, 109, 69, 105, 72, 0
54, 25, 75, 61, 18, 8, 59, 1, 58, 98, 70, 101, 109, 0
109, 113, 19, 52, 9, 88, 117, 30, 36, 110, 71, 92, 110, 0
110, 80, 28, 14, 31, 87, 103, 24, 56, 111, 64, 106, 111, 0
111, 114, 10, 53, 21, 89, 118, 30, 93, 112, 63, 107, 112, 0
112, 115, 13, 24, 12, 88, 117, 31, 58, 113, 67, 108, 72, 0
113, 116, 72, 62, 8, 0, 103, 23, 88, 14, 72, 109, 31, 0
114, 26, 14, 18, 9, 48, 119, 24, 94, 114, 67, 110, 76, 0
34, 41, 72, 22, 12, 5, 120, 32, 50, 115, 67, 111, 113, 0
115, 117, 13, 4, 34, 90, 121, 0, 47, 105, 71, 93, 48, 0
116, 118, 71, 14, 23, 91, 122, 0, 80, 116, 16, 45, 36, 0
22, 119, 55, 53, 24, 51, 106, 35, 95, 117, 29, 112, 114, 0
117, 120, 73, 52, 24, 92, 123, 11, 78, 118, 73, 113, 110, 0
118, 121, 9, 53, 30, 93, 124, 36, 45, 119, 52, 100, 115, 0
29, 122, 56, 22, 34, 94, 105, 32, 51, 120, 59, 113, 48, 0
119, 123, 37, 47, 32, 76, 121, 9, 13, 121, 74, 114, 104, 0
120, 124, 9, 24, 34, 87, 104, 11, 96, 122, 75, 113, 116, 0
30, 125, 76, 59, 10, 82, 125, 4, 24, 123, 57, 115, 56, 0
121, 126, 77, 18, 5, 34, 126, 15, 97, 124, 72, 116, 50, 0
122, 116, 10, 25, 6, 95, 127, 11, 44, 125, 58, 117, 55, 0
89, 127, 19, 24, 38, 92, 128, 31, 85, 126, 67, 118, 117, 0
123, 128, 17, 14, 13, 62, 123, 37, 98, 127, 76, 119, 76, 0
21, 129, 5, 26, 11, 62, 129, 32, 99, 128, 77, 120, 118, 0
121, 130, 17, 47, 14, 88, 130, 9, 100, 15, 52, 114, 56, 0
124, 131, 56, 14, 15, 96, 131, 9, 21, 129, 68, 114, 119, 0
111, 4, 78, 14, 15, 51, 124, 24, 13, 130, 63, 103, 120, 0
125, 132, 58, 59, 6, 35, 115, 38, 21, 131, 70, 121, 101, 0
